run_id,model,strategy,target_prevalence,feature,importance
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_tx_count_7d,0.02608787827193737
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_tx_count_30d,0.014570863917469978
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_avg_amount_7d,0.006571501959115267
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_avg_amount_30d,0.0038487978745251894
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_unique_counterparties_7d,0.016436731442809105
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_unique_counterparties_30d,0.06582298874855042
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_cross_bank_ratio_30d,0.03194001317024231
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_entity_type,0.25191864371299744
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_tx_count_1d,0.04114966839551926
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_tx_count_7d,0.024842392653226852
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_tx_count_30d,0.007132329512387514
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_avg_amount_7d,0.0059380740858614445
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_avg_amount_30d,0.004393388517200947
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_unique_counterparties_7d,0.01139933243393898
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_unique_counterparties_30d,0.018448347225785255
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_cross_bank_ratio_30d,0.10107595473527908
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,receiver_entity_type,0.09473492950201035
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,amount_paid,0.007729834411293268
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,amount_received,0.011638742871582508
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,payment_format,0.17551082372665405
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,payment_currency,0.004085443913936615
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,hour,0.008010354824364185
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,day_of_week,0.021358106285333633
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,same_bank_flag,0.05792346969246864
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,self_transfer_flag,0.14196045696735382
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,currency_mismatch,0.029072921723127365
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,amount_ratio,0.0019489933038130403
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,fan_in_score,0.02518981508910656
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,fan_out_score,0.011770607903599739
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_tx_count_1d,0.015333849005401134
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_tx_count_7d,0.08744080364704132
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_tx_count_30d,0.0173964723944664
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_avg_amount_7d,0.008406445384025574
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_avg_amount_30d,0.014539704658091068
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_unique_counterparties_7d,0.09469613432884216
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_unique_counterparties_30d,0.06747926771640778
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_cross_bank_ratio_30d,0.040231283754110336
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,sender_entity_type,0.01946692354977131
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_tx_count_1d,0.03748040646314621
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_tx_count_7d,0.05667874589562416
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_tx_count_30d,0.014184031635522842
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_avg_amount_7d,0.0035765680950134993
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_avg_amount_30d,0.00930088572204113
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_unique_counterparties_7d,0.006077570840716362
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_unique_counterparties_30d,0.00850189384073019
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_cross_bank_ratio_30d,0.0016590214800089598
xgboost__baseline__p001__20260404_143052,xgboost,baseline,0.001,receiver_entity_type,0.0013505505630746484
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,amount_paid,0.007729834411293268
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,amount_received,0.011638742871582508
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,payment_format,0.17551082372665405
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,payment_currency,0.004085443913936615
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,hour,0.008010354824364185
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,day_of_week,0.021358106285333633
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,same_bank_flag,0.05792346969246864
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,self_transfer_flag,0.14196045696735382
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,currency_mismatch,0.029072921723127365
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,amount_ratio,0.0019489933038130403
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,fan_in_score,0.02518981508910656
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,fan_out_score,0.011770607903599739
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_tx_count_1d,0.015333849005401134
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_tx_count_7d,0.08744080364704132
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_tx_count_30d,0.0173964723944664
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_avg_amount_7d,0.008406445384025574
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_avg_amount_30d,0.014539704658091068
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_unique_counterparties_7d,0.09469613432884216
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_unique_counterparties_30d,0.06747926771640778
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_cross_bank_ratio_30d,0.040231283754110336
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,sender_entity_type,0.01946692354977131
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_tx_count_1d,0.03748040646314621
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_tx_count_7d,0.05667874589562416
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_tx_count_30d,0.014184031635522842
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_avg_amount_7d,0.0035765680950134993
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_avg_amount_30d,0.00930088572204113
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_unique_counterparties_7d,0.006077570840716362
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_unique_counterparties_30d,0.00850189384073019
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_cross_bank_ratio_30d,0.0016590214800089598
xgboost__baseline__p005__20260404_142413,xgboost,baseline,0.005,receiver_entity_type,0.0013505505630746484
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,amount_paid,0.007729834411293268
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,amount_received,0.011638742871582508
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,payment_format,0.17551082372665405
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,payment_currency,0.004085443913936615
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,hour,0.008010354824364185
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,day_of_week,0.021358106285333633
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,same_bank_flag,0.05792346969246864
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,self_transfer_flag,0.14196045696735382
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,currency_mismatch,0.029072921723127365
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,amount_ratio,0.0019489933038130403
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,fan_in_score,0.02518981508910656
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,fan_out_score,0.011770607903599739
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_tx_count_1d,0.015333849005401134
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_tx_count_7d,0.08744080364704132
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_tx_count_30d,0.0173964723944664
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_avg_amount_7d,0.008406445384025574
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_avg_amount_30d,0.014539704658091068
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_unique_counterparties_7d,0.09469613432884216
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_unique_counterparties_30d,0.06747926771640778
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_cross_bank_ratio_30d,0.040231283754110336
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,sender_entity_type,0.01946692354977131
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_tx_count_1d,0.03748040646314621
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_tx_count_7d,0.05667874589562416
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_tx_count_30d,0.014184031635522842
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_avg_amount_7d,0.0035765680950134993
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_avg_amount_30d,0.00930088572204113
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_unique_counterparties_7d,0.006077570840716362
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_unique_counterparties_30d,0.00850189384073019
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_cross_bank_ratio_30d,0.0016590214800089598
xgboost__baseline__p010__20260404_141733,xgboost,baseline,0.01,receiver_entity_type,0.0013505505630746484
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,amount_paid,0.007903467863798141
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,amount_received,0.011879218742251396
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,payment_format,0.25107401609420776
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,payment_currency,0.003325873985886574
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,hour,0.003766395151615143
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,day_of_week,0.009539688937366009
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,same_bank_flag,0.03305031359195709
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,self_transfer_flag,0.04478225111961365
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,currency_mismatch,0.0257380660623312
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,amount_ratio,0.0002461547846905887
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,fan_in_score,0.053815003484487534
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,fan_out_score,0.007100454531610012
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_tx_count_1d,0.011484107933938503
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_tx_count_7d,0.06982087343931198
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_tx_count_30d,0.01665547676384449
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_avg_amount_7d,0.0045149559155106544
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_avg_amount_30d,0.011315706185996532
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_unique_counterparties_7d,0.18204699456691742
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_unique_counterparties_30d,0.14358271658420563
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_cross_bank_ratio_30d,0.014160959981381893
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,sender_entity_type,0.01346589345484972
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_tx_count_1d,0.0072020902298390865
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_tx_count_7d,0.03915952146053314
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_tx_count_30d,0.004092959687113762
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_avg_amount_7d,0.004804044030606747
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_avg_amount_30d,0.010226702317595482
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_unique_counterparties_7d,0.0081138014793396
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_unique_counterparties_30d,0.004385313950479031
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_cross_bank_ratio_30d,0.0020183343440294266
xgboost__class_weighting__p001__20260407_160620,xgboost,class_weighting,0.001,receiver_entity_type,0.0007286956533789635
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,amount_paid,0.006469212472438812
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,amount_received,0.014633359387516975
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,payment_format,0.23930023610591888
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,payment_currency,0.0028471527621150017
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,hour,0.006324652582406998
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,day_of_week,0.011392978020012379
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,same_bank_flag,0.05064493790268898
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,self_transfer_flag,0.06366987526416779
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,currency_mismatch,0.027910012751817703
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,amount_ratio,0.0008116595563478768
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,fan_in_score,0.038427047431468964
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,fan_out_score,0.016304412856698036
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_tx_count_1d,0.019818773493170738
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_tx_count_7d,0.07656685262918472
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_tx_count_30d,0.01811227947473526
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_avg_amount_7d,0.00519789382815361
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_avg_amount_30d,0.013595282100141048
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_unique_counterparties_7d,0.13901296257972717
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_unique_counterparties_30d,0.10553202778100967
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_cross_bank_ratio_30d,0.020206991583108902
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,sender_entity_type,0.020685842260718346
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_tx_count_1d,0.015240196138620377
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_tx_count_7d,0.05020041763782501
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_tx_count_30d,0.0054982490837574005
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_avg_amount_7d,0.004411701112985611
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_avg_amount_30d,0.009916082955896854
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_unique_counterparties_7d,0.010020434856414795
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_unique_counterparties_30d,0.004916120320558548
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_cross_bank_ratio_30d,0.0016940692439675331
xgboost__class_weighting__p005__20260407_155941,xgboost,class_weighting,0.005,receiver_entity_type,0.0006383474101312459
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,amount_paid,0.008215663023293018
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,amount_received,0.014027626253664494
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,payment_format,0.21298418939113617
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,payment_currency,0.0029702535830438137
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,hour,0.007997972890734673
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,day_of_week,0.012942506931722164
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,same_bank_flag,0.04872071370482445
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,self_transfer_flag,0.05949242413043976
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,currency_mismatch,0.030668528750538826
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,amount_ratio,0.0015460067661479115
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,fan_in_score,0.035182662308216095
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,fan_out_score,0.01661902852356434
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_tx_count_1d,0.022120120003819466
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_tx_count_7d,0.08257827907800674
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_tx_count_30d,0.021470552310347557
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_avg_amount_7d,0.005394365638494492
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_avg_amount_30d,0.013826973736286163
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_unique_counterparties_7d,0.11432856321334839
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_unique_counterparties_30d,0.12180796265602112
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_cross_bank_ratio_30d,0.02384282648563385
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,sender_entity_type,0.026187313720583916
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_tx_count_1d,0.018368389457464218
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_tx_count_7d,0.05541471019387245
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_tx_count_30d,0.0066286614164710045
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_avg_amount_7d,0.004267267417162657
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_avg_amount_30d,0.011037851683795452
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_unique_counterparties_7d,0.013644814491271973
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_unique_counterparties_30d,0.004897205159068108
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_cross_bank_ratio_30d,0.0018983270274475217
xgboost__class_weighting__p010__20260407_155304,xgboost,class_weighting,0.01,receiver_entity_type,0.0009183153160847723
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,amount_paid,0.007174557074904442
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,amount_received,0.014773502014577389
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,payment_format,0.18055228888988495
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,payment_currency,0.004046290181577206
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,hour,0.010058548301458359
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,day_of_week,0.02102377824485302
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,same_bank_flag,0.03712446987628937
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,self_transfer_flag,0.1313389092683792
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,currency_mismatch,0.03188726678490639
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,amount_ratio,0.0007953710737638175
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,fan_in_score,0.023940328508615494
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,fan_out_score,0.010666866786777973
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_tx_count_1d,0.02317355014383793
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_tx_count_7d,0.08546628803014755
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_tx_count_30d,0.017103981226682663
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_avg_amount_7d,0.022980574518442154
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_avg_amount_30d,0.012348278425633907
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_unique_counterparties_7d,0.0597122460603714
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_unique_counterparties_30d,0.11352438479661942
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_cross_bank_ratio_30d,0.03535579890012741
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,sender_entity_type,0.024800267070531845
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_tx_count_1d,0.033405985683202744
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_tx_count_7d,0.05647468939423561
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_tx_count_30d,0.008847872726619244
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_avg_amount_7d,0.0024874445516616106
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_avg_amount_30d,0.011201378889381886
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_unique_counterparties_7d,0.007322582881897688
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_unique_counterparties_30d,0.009056848473846912
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_cross_bank_ratio_30d,0.0018782145343720913
xgboost__random_undersampling__p001__20260404_151842,xgboost,random_undersampling,0.001,receiver_entity_type,0.0014774908777326345
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,amount_paid,0.008231370709836483
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,amount_received,0.01263724360615015
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,payment_format,0.20682236552238464
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,payment_currency,0.0035238133277744055
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,hour,0.006770854350179434
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,day_of_week,0.02008163370192051
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,same_bank_flag,0.03907736763358116
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,self_transfer_flag,0.07829888164997101
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,currency_mismatch,0.06448394805192947
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,amount_ratio,0.001618637121282518
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,fan_in_score,0.027346426621079445
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,fan_out_score,0.012820658273994923
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_tx_count_1d,0.01734301447868347
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_tx_count_7d,0.09569438546895981
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_tx_count_30d,0.018825432285666466
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_avg_amount_7d,0.005919511895626783
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_avg_amount_30d,0.014194763265550137
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_unique_counterparties_7d,0.10569080710411072
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_unique_counterparties_30d,0.05936330556869507
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_cross_bank_ratio_30d,0.035414230078458786
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,sender_entity_type,0.022462399676442146
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_tx_count_1d,0.041990697383880615
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_tx_count_7d,0.05707898363471031
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_tx_count_30d,0.01245254185050726
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_avg_amount_7d,0.004341680556535721
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_avg_amount_30d,0.010881030932068825
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_unique_counterparties_7d,0.006250559817999601
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_unique_counterparties_30d,0.00791220273822546
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_cross_bank_ratio_30d,0.0015317441429942846
xgboost__random_undersampling__p005__20260404_151255,xgboost,random_undersampling,0.005,receiver_entity_type,0.0009393927175551653
