run_id,model,strategy,target_prevalence,feature,importance
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_tx_count_1d,0.028041046401977
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_tx_count_7d,0.03965723709119453
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_tx_count_30d,0.044875122330939696
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_avg_amount_7d,0.04111236729007785
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_avg_amount_30d,0.04205294776424071
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_unique_counterparties_7d,0.021830565280750173
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_unique_counterparties_30d,0.024418840151111707
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_cross_bank_ratio_30d,0.03489408094782119
random_forest__class_weighting__p010__20260407_132552,random_forest,class_weighting,0.01,receiver_entity_type,0.008572038157104615
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,amount_paid,0.07030740202103264
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,amount_received,0.06890907382447142
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,payment_format,0.025704677721476398
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,payment_currency,0.02248775805380008
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,hour,0.045753894534606925
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,day_of_week,0.0316931411508643
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,same_bank_flag,0.0011797957163793657
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,self_transfer_flag,0.0013775510708921006
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,currency_mismatch,0.0004430256758412759
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,amount_ratio,1.8930400538458574e-05
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,fan_in_score,0.04350442443757739
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,fan_out_score,0.016271885156366947
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_tx_count_1d,0.02530782978011029
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_tx_count_7d,0.03418874509999209
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_tx_count_30d,0.04296325592379904
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_avg_amount_7d,0.0526474509239709
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_avg_amount_30d,0.09039301062891625
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_unique_counterparties_7d,0.016791157187196593
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_unique_counterparties_30d,0.020789525205976447
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_cross_bank_ratio_30d,0.02858403196522243
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,sender_entity_type,0.015507911570054727
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_tx_count_1d,0.02796108831134198
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_tx_count_7d,0.0335527064726464
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_tx_count_30d,0.04917130827756611
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_avg_amount_7d,0.060749706626644466
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_avg_amount_30d,0.07038014400928268
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_unique_counterparties_7d,0.021758014044761756
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_unique_counterparties_30d,0.027537699746963483
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_cross_bank_ratio_30d,0.04256826353427651
random_forest__random_undersampling__p001__20260404_145300,random_forest,random_undersampling,0.001,receiver_entity_type,0.011496590927430501
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,amount_paid,0.05837141582989229
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,amount_received,0.05954943759142873
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,payment_format,0.062275078085842706
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,payment_currency,0.01676690326591916
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,hour,0.03963302519019215
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,day_of_week,0.03988453695923833
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,same_bank_flag,0.00431511349809995
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,self_transfer_flag,0.004581610748439849
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,currency_mismatch,0.0012027357348834192
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,amount_ratio,0.00011211480298596996
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,fan_in_score,0.039602505944888906
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,fan_out_score,0.019932463308231972
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_tx_count_1d,0.026949160899098934
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_tx_count_7d,0.036942317432068966
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_tx_count_30d,0.045129313214084574
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_avg_amount_7d,0.04716499968128985
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_avg_amount_30d,0.08181003261600535
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_unique_counterparties_7d,0.015990017435542424
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_unique_counterparties_30d,0.01893457646404286
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_cross_bank_ratio_30d,0.03297269093538062
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,sender_entity_type,0.016186492699179104
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_tx_count_1d,0.03207080194306616
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_tx_count_7d,0.04012229948993111
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_tx_count_30d,0.046416764483681504
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_avg_amount_7d,0.0532746550575749
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_avg_amount_30d,0.05910541988191356
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_unique_counterparties_7d,0.023649032210727366
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_unique_counterparties_30d,0.02688498317265421
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_cross_bank_ratio_30d,0.03800693086164627
random_forest__random_undersampling__p005__20260404_144450,random_forest,random_undersampling,0.005,receiver_entity_type,0.012162570562068842
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,amount_paid,0.052897616489692115
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,amount_received,0.05207281062755296
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,payment_format,0.08636779417593518
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,payment_currency,0.01494526133729349
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,hour,0.037773769870583375
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,day_of_week,0.043151170146596994
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,same_bank_flag,0.007143340827110425
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,self_transfer_flag,0.006433318694165847
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,currency_mismatch,0.0015760509059558581
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,amount_ratio,0.0002333581681606984
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,fan_in_score,0.039570083129606866
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,fan_out_score,0.019153831120359722
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_tx_count_1d,0.029108189952379727
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_tx_count_7d,0.044463684858821774
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_tx_count_30d,0.047319556381458225
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_avg_amount_7d,0.040905969397260496
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_avg_amount_30d,0.07605277131548442
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_unique_counterparties_7d,0.016265123842753044
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_unique_counterparties_30d,0.017840919239766672
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_cross_bank_ratio_30d,0.03463859283192093
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,sender_entity_type,0.01702490989561255
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_tx_count_1d,0.03417911438481096
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_tx_count_7d,0.04059229130636876
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_tx_count_30d,0.0465611978537277
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_avg_amount_7d,0.04762024364170765
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_avg_amount_30d,0.05263847374423662
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_unique_counterparties_7d,0.022341251966349812
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_unique_counterparties_30d,0.026785774546771546
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_cross_bank_ratio_30d,0.03448566492771436
random_forest__random_undersampling__p010__20260404_143732,random_forest,random_undersampling,0.01,receiver_entity_type,0.009857864419841173
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,amount_paid,0.0568773084305008
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,amount_received,0.057735414635671785
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,payment_format,0.032935351288971744
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,payment_currency,0.020733694495970997
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,hour,0.038738447845903155
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,day_of_week,0.03907651378574124
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,same_bank_flag,0.0015762665632885712
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,self_transfer_flag,0.0012290711339537194
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,currency_mismatch,0.00017475210882820168
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,amount_ratio,0.0
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,fan_in_score,0.03578973661723709
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,fan_out_score,0.01900501628297585
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_tx_count_1d,0.0265102653538481
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_tx_count_7d,0.033370907725063514
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_tx_count_30d,0.04198294294758623
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_avg_amount_7d,0.04663475454540085
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_avg_amount_30d,0.06426870607129409
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_unique_counterparties_7d,0.019457030128665242
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_unique_counterparties_30d,0.022595667567931313
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_cross_bank_ratio_30d,0.030299603513888784
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,sender_entity_type,0.0480220977859514
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_tx_count_1d,0.033216154184898594
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_tx_count_7d,0.0344886465172504
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_tx_count_30d,0.04700102527698875
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_avg_amount_7d,0.049453018201731966
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_avg_amount_30d,0.05507430895894802
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_unique_counterparties_7d,0.024614072796568322
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_unique_counterparties_30d,0.03529685058427415
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_cross_bank_ratio_30d,0.03683870499525622
random_forest__smote__p001__20260407_081802,random_forest,smote,0.001,receiver_entity_type,0.04700366965541086
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,amount_paid,0.023909613681048558
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,amount_received,0.024188136003555166
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,payment_format,0.08551312659709012
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,payment_currency,0.009642802030141145
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,hour,0.021637735249364052
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,day_of_week,0.04481637003337417
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,same_bank_flag,0.002986706169661018
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,self_transfer_flag,0.001814416297018039
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,currency_mismatch,0.0005733046008150923
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,amount_ratio,1.4555215541000416e-05
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,fan_in_score,0.018736420841475587
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,fan_out_score,0.01489737803654768
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_tx_count_1d,0.03499244258080548
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_tx_count_7d,0.027285463160979722
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_tx_count_30d,0.03989300789779702
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_avg_amount_7d,0.01835782067314799
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_avg_amount_30d,0.03629075543438757
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_unique_counterparties_7d,0.019563752961950096
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_unique_counterparties_30d,0.04120222619379862
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_cross_bank_ratio_30d,0.03596747985944144
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,sender_entity_type,0.08836760671173856
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_tx_count_1d,0.050913853876302005
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_tx_count_7d,0.03147099023904587
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_tx_count_30d,0.025347938710060375
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_avg_amount_7d,0.021123355531276995
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_avg_amount_30d,0.023843344395369052
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_unique_counterparties_7d,0.06122324914697457
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_unique_counterparties_30d,0.05213386369146196
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_cross_bank_ratio_30d,0.025026306526265966
random_forest__smote__p005__20260407_071352,random_forest,smote,0.005,receiver_entity_type,0.11826597765356522
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,amount_paid,0.021412478962388445
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,amount_received,0.0212819799156556
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,payment_format,0.1002527341101484
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,payment_currency,0.007101475667329514
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,hour,0.017551163994440625
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,day_of_week,0.046952617138158625
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,same_bank_flag,0.0061973882675527316
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,self_transfer_flag,0.00257010716950443
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,currency_mismatch,0.0006794961235718151
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,amount_ratio,3.4283854156329024e-05
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,fan_in_score,0.017806256752003636
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,fan_out_score,0.014941445086947796
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_tx_count_1d,0.032914201255372345
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_tx_count_7d,0.02723728594381544
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_tx_count_30d,0.043228883047056695
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_avg_amount_7d,0.014519408602865014
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_avg_amount_30d,0.03277934026722423
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_unique_counterparties_7d,0.024128875284597465
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_unique_counterparties_30d,0.03682766955363565
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_cross_bank_ratio_30d,0.037419688775914665
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,sender_entity_type,0.08634415066442919
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_tx_count_1d,0.053366507436963646
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_tx_count_7d,0.031520273968297624
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_tx_count_30d,0.024882995982325382
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_avg_amount_7d,0.016857682150076884
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_avg_amount_30d,0.018783196819765403
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_unique_counterparties_7d,0.06308357456617121
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_unique_counterparties_30d,0.05711024095116263
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_cross_bank_ratio_30d,0.023822138141079332
random_forest__smote__p010__20260407_065056,random_forest,smote,0.01,receiver_entity_type,0.11839245954738925
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,amount_paid,0.0025534662418067455
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,amount_received,0.0057769762352108955
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,payment_format,0.049831636250019073
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,payment_currency,0.001860855263657868
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,hour,0.0016376106068491936
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,day_of_week,0.0035287081263959408
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,same_bank_flag,0.009190326556563377
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,self_transfer_flag,0.029756125062704086
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,currency_mismatch,0.007619231939315796
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,amount_ratio,0.0003222922678105533
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,fan_in_score,0.005268797278404236
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,fan_out_score,0.008211100473999977
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_tx_count_1d,0.006852790247648954
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_tx_count_7d,0.019674496725201607
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_tx_count_30d,0.006079831160604954
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_avg_amount_7d,0.0022025792859494686
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_avg_amount_30d,0.003524218453094363
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_unique_counterparties_7d,0.009984244592487812
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_unique_counterparties_30d,0.03123987838625908
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_cross_bank_ratio_30d,0.006945441011339426
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,sender_entity_type,0.01301383227109909
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_tx_count_1d,0.012146132998168468
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_tx_count_7d,0.01209297962486744
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_tx_count_30d,0.024928634986281395
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_avg_amount_7d,0.0014625919284299016
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_avg_amount_30d,0.00420768978074193
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_unique_counterparties_7d,0.009674236178398132
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_unique_counterparties_30d,0.041996944695711136
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_cross_bank_ratio_30d,0.04694890230894089
xgboost__adasyn__p001__20260407_131823,xgboost,adasyn,0.001,receiver_entity_type,0.6214675307273865
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,amount_paid,0.0038310205563902855
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,amount_received,0.011550817638635635
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,payment_format,0.13125474750995636
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,payment_currency,0.010971497744321823
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,hour,0.015270790085196495
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,day_of_week,0.009386125020682812
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,same_bank_flag,0.04158196970820427
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,self_transfer_flag,0.01149391196668148
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,currency_mismatch,0.006301663350313902
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,amount_ratio,0.0001453567820135504
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,fan_in_score,0.010266846977174282
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,fan_out_score,0.0077363476157188416
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_tx_count_1d,0.013897045515477657
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_tx_count_7d,0.02608787827193737
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_tx_count_30d,0.014570863917469978
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_avg_amount_7d,0.006571501959115267
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_avg_amount_30d,0.0038487978745251894
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_unique_counterparties_7d,0.016436731442809105
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_unique_counterparties_30d,0.06582298874855042
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_cross_bank_ratio_30d,0.03194001317024231
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,sender_entity_type,0.25191864371299744
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_tx_count_1d,0.04114966839551926
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_tx_count_7d,0.024842392653226852
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_tx_count_30d,0.007132329512387514
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_avg_amount_7d,0.0059380740858614445
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_avg_amount_30d,0.004393388517200947
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_unique_counterparties_7d,0.01139933243393898
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_unique_counterparties_30d,0.018448347225785255
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_cross_bank_ratio_30d,0.10107595473527908
xgboost__adasyn__p005__20260407_131054,xgboost,adasyn,0.005,receiver_entity_type,0.09473492950201035
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,amount_paid,0.0038310205563902855
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,amount_received,0.011550817638635635
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,payment_format,0.13125474750995636
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,payment_currency,0.010971497744321823
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,hour,0.015270790085196495
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,day_of_week,0.009386125020682812
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,same_bank_flag,0.04158196970820427
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,self_transfer_flag,0.01149391196668148
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,currency_mismatch,0.006301663350313902
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,amount_ratio,0.0001453567820135504
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,fan_in_score,0.010266846977174282
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,fan_out_score,0.0077363476157188416
xgboost__adasyn__p010__20260407_130303,xgboost,adasyn,0.01,sender_tx_count_1d,0.013897045515477657
